project,OR,pvalue,OR,pvalue,Pearsonr,pvalue,spearmanr,pvalue,Pearsonr,pvalue,spearmanr,pvalue,Pearsonr,pvalue,spearmanr,pvalue,OR,pvalue,pearsonr,pvalue,spearmanr,pvalue,OR,pvalue
localstack,1.5013513513513514,0.030519128495072434,1.2522796352583587,0.502320958501276,-0.04762623421511154,0.4041269937878492,-0.030300199263221268,0.595701487913505,-0.010702517818637357,0.6959182217294565,0.0018248860208931442,0.9468685890559349,0.22203026600072487,0.21428894276506205,0.24663534107225324,0.16646083073784948,inf,0.014424435212663424,0.40716920378523713,0.01868530870116972,0.2265279136634755,0.20491104772556576,1.2297825143463375,0.14804977527113
pandas,0.8270934132327741,3.2062416100758677e-06,1.2490416467878,2.8010318208321592e-08,-0.040128564632765915,0.0019225441301970033,-0.1415805135261327,4.0296317671878224e-28,0.004762940727324616,0.4784916966045819,0.0284631452046036,2.2735460785617566e-05,0.5018368885575977,2.067666279300013e-14,0.5463341169420938,2.860127517228493e-17,nan,1.0,0.4523331865624154,1.1071377706771329e-11,0.4487887158021155,1.6720693475738774e-11,0.9453447881156962,0.023526131408174968
XX-Net,1.054945054945055,0.8769484063626852,0.7865546218487395,0.4726328123199586,-0.6662354735220652,0.0025371123677261453,-0.6170327481196353,0.006374833267559941,0.15454612237530668,0.08033529875204715,-0.10029992150716469,0.2580742347653324,0.5852870901586826,9.033155574103278e-07,0.40305251642983514,0.0014081749029576183,1.3225371120107963,0.4230657280340175,0.23198962162252723,0.07448821706166026,0.13063049126008439,0.31981163151861053,nan,1.0
scikit-learn,0.8735135933051946,0.009880631804290068,1.0463810148580373,0.3605779508856957,-0.07614801847116315,2.8621334418810853e-05,-0.32629071424783307,1.11108651965069e-75,0.0834941577061344,5.636479616385604e-17,0.06646363092383827,2.728283503230967e-11,0.41299621334041053,2.894964428062933e-09,0.27138693169485983,0.00014613889659033364,nan,1.0,0.2781973645273274,9.749948082544989e-05,0.11871573039917843,0.10190162131396897,0.9944015805339224,0.8283238904220258
auto-sklearn,0.664578111946533,0.22537222828102513,1.2093023255813953,0.6966651008790787,0.17863355142885723,0.30455350775530393,-0.05505246154875186,0.7534415235285392,0.1533191958768784,2.054631455225775e-05,0.14974854085807834,3.2029165991265994e-05,0.45103270284510033,0.002719385733570476,0.44273211651700733,0.003324170170645013,inf,1.0,0.21664246422990913,0.168184032303488,0.1300990204554697,0.41153696976776577,1.4458947187042301,0.0015655660681494535
incubator-superset,1.203293528505393,0.02438583638005938,0.6102914029822222,7.18581998934256e-08,-0.19210866537783997,0.0008576846285065628,-0.22811424025440902,7.072600697581383e-05,-0.01712456915012294,0.29640031946430234,-0.046134152384060725,0.0048874775523072185,0.7397621489081624,2.5354222020708424e-07,0.7334520416394698,3.609794852006239e-07,nan,1.0,0.5135169384626004,0.001359483200570877,0.4526331030913967,0.005573758054870418,1.028228198165505,0.6018193524805581
faceswap,0.36904761904761907,5.2711991109711476e-05,0.6887755102040817,0.167896550530924,-0.1716000221866458,0.4959675059194455,-0.32107927176560846,0.19389168822787387,-0.07656996246595252,0.05813268028552756,-0.07305946765155348,0.07067008647101533,0.14197068871856502,0.3821905056696243,0.21186488299420067,0.18937913787898789,inf,0.20937575483780624,0.08526373012557366,0.6008979464966973,0.13547244509537137,0.40457059281185626,2.61244019138756,0.0008101364984643021
django,1.5163832913897002,4.2398341206497047e-19,0.9353939828623586,0.13229833254501433,-0.07146551261838917,0.28472138861383106,-0.10544430624039115,0.11392479661787581,0.045890508652800956,4.8241203406413275e-12,0.036015474515538735,5.877883270560995e-08,0.24149268746934574,0.000239834297622777,0.2850424327862705,1.2904716215401567e-05,inf,0.2596883294543957,0.28612507227973466,1.1922079770392603e-05,0.1458308055083475,0.028035437176553445,0.9882655756900712,0.8429513438357586
flask,0.5935799280509179,0.15615798294383137,0.9674935842600513,1.0,-0.2860375225738315,0.005444878148361789,-0.5025196672149956,2.856346321698458e-07,0.056658887180516204,0.6199176870994676,0.04570313781243601,0.6891913748810343,0.717636065547153,0.012900263726664814,0.33577473340968683,0.3127256711802921,nan,1.0,0.5934220726379145,0.05428478381983101,0.5177445884446539,0.10283267519401322,3.5625,0.077329948340684
transformers,0.7011299435028249,0.007011974321700533,1.583842981083772,0.0012111369139386242,0.05264540161695212,0.581442596666943,0.01048095732837394,0.9126642097769234,0.03433407489328555,0.1358812471581409,0.05732127761511004,0.012735808991430501,0.310895247508829,0.000947163363236525,0.6337314760799936,1.0803224024614617e-13,0.5093457943925234,1.0,0.29073565582646377,0.0020611654743748673,0.1706195551324781,0.07472923688742955,0.7259066952957252,8.120230997195648e-05
keras,0.9154220506796442,0.5224597464467786,1.5769211148332682,0.0003042457985148242,-0.3575715248163931,5.147015364487911e-09,-0.511264351978783,3.4750081933751534e-18,-0.029759888302657442,0.5093070316365668,-0.11538635203085393,0.010267999418608236,0.056132352166982695,0.8305636942158752,0.24877149133685073,0.33562975416468177,0.0,0.0001549277909652956,0.2358186868299982,0.3034369338508622,0.2950799638177076,0.19409189446276787,1.114923800523566,0.11359024734336047
